,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,proper,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
1186,IowaStateLW:STEM,2020-06-21,20,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[129610.0, 129794.0, 130006.0, 130252.0, 130444.0, 130644.0, 130828.0, 131007.0, 131163.0, 131337.0, 131493.0, 131637.0, 131779.0, 131930.0, 132103.0, 132281.0, 132436.0, 132596.0, 132794.0, 133047.0, 133346.0, 133621.0, 133875.0]",135359.0,3.0,True,,0.97990186797915,0.98,0.0,133875.0,129610.0,131637.0,
1187,UCLA:SuEIR,2020-06-21,76,2020-09-05,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[130572.16198589999, 139646.2539679, 130959.681941947, 139180.766190095, 131347.392062559, 138724.052221324, 131735.55316901, 138274.507134946, 132124.44069485698, 137831.91071628, 132514.33437511302, 137395.900651071, 132905.531197744, 136966.036331431, 133298.34438727802, 136541.848753363, 133693.095125866, 136122.86350987598, 134090.130294827, 135708.61289982, 134489.810893814, 135298.642473175, 134892.514482588]",188608.0,11.0,True,,0.9799556777226328,0.98,0.0,139646.2539679,130572.16198589999,134892.514482588,
1188,Covid19Sim:Simulator,2020-06-21,76,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[138407.82095793198, 143080.391195749, 146055.36500805902, 149662.97777692, 152098.75649169402, 153796.33431047, 154895.583945684, 155797.106505115, 156523.294257265, 157210.666864601, 157844.463481617, 158441.337842332, 159033.911780036, 159589.001225879, 160126.830490606, 160786.94508392, 161547.56463608198, 162715.341198339, 164002.104127108, 165337.09457833698, 167503.674605324, 169512.906734755, 172917.30419958598]",188608.0,11.0,True,,0.9799999764618255,0.98,0.0,172917.30419958598,138407.82095793198,158441.337842332,
1189,IowaStateLW:STEM,2020-06-21,69,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[139233.0, 139724.0, 140246.0, 140951.0, 141573.0, 142203.0, 142934.0, 143801.0, 145017.0, 146208.0, 146964.0, 147597.0, 148118.0, 148715.0, 149471.0, 150374.0, 151510.0, 152512.0, 153646.0, 154822.0, 156057.0, 157007.0, 157745.0]",182777.0,10.0,True,,0.9799623553828792,0.98,0.0,157745.0,139233.0,147597.0,
1190,JHU_IDD:CovidSP,2020-06-21,20,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[134930.61, 135441.375, 136639.35, 137599.9, 138276.75, 138571.0, 138938.25, 139239.6, 139694.0, 140149.4, 140503.9, 140902.5, 141234.25, 141644.0, 142037.15, 142317.7, 142721.5, 143452.4, 144362.55, 145199.7, 146928.65, 147461.0, 149044.32]",135359.0,3.0,True,-6.395750869243044,0.9799840036893595,0.98,2.6865789101231455e-05,149044.32,134930.61,140902.5,24.48046456081464
1191,UMass:MechBayes,2020-06-21,6,2020-06-27,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[122440.0, 122597.0, 122772.0, 122974.0, 123096.0, 123204.0, 123306.0, 123405.0, 123490.0, 123592.0, 123697.0, 123770.0, 123853.0, 123958.0, 124067.0, 124183.0, 124282.0, 124393.0, 124563.0, 124798.0, 125115.0, 125305.0, 125834.0]",126483.0,1.0,True,,0.9799632343010463,0.98,0.0,125834.0,122440.0,123770.0,
1192,IowaStateLW:STEM,2020-06-21,97,2020-09-26,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[144593.0, 145295.0, 146050.0, 147123.0, 148071.0, 149057.0, 150204.0, 151530.0, 153688.0, 155468.0, 156620.0, 157466.0, 158246.0, 159079.0, 160177.0, 161694.0, 163713.0, 165317.0, 167187.0, 169125.0, 171183.0, 172573.0, 173741.0]",204742.0,14.0,True,,0.9799763971162421,0.98,0.0,173741.0,144593.0,157466.0,
1193,UCLA:SuEIR,2020-06-21,62,2020-08-22,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[130149.2082139, 138902.647725226, 130524.09530431901, 138456.258569072, 130899.199485694, 138017.920904656, 131274.75797175, 137586.098478726, 131651.012913113, 137160.616265244, 132028.21357650802, 136741.151362186, 132406.636041814, 136327.301433119, 132786.552653149, 135918.63793471598, 133168.261064408, 135514.728210964, 133552.071375992, 135115.14636952, 133938.314822063, 134719.478859036, 134327.32767558598]",176380.0,9.0,True,,0.9799540642944558,0.98,0.0,138902.647725226,130149.2082139,134327.32767558598,
1194,IowaStateLW:STEM,2020-06-21,76,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[140538.0, 141112.0, 141682.0, 142463.0, 143166.0, 143867.0, 144708.0, 145661.0, 147092.0, 148442.0, 149307.0, 149999.0, 150583.0, 151204.0, 152052.0, 153067.0, 154437.0, 155600.0, 156890.0, 158267.0, 159657.0, 160690.0, 161512.0]",188608.0,11.0,True,,0.9799679532644987,0.98,0.0,161512.0,140538.0,149999.0,
1195,UCLA:SuEIR,2020-06-21,34,2020-07-25,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[128144.77020829699, 135162.34582827598, 128453.94817379, 134823.170933445, 128763.320566307, 134487.24204443302, 129072.968810191, 134153.848957189, 129382.971237904, 133822.993550287, 129693.403049085, 133494.620468627, 130004.34099836099, 133168.62209401198, 130315.860460595, 132844.86505140198, 130628.035388397, 132523.202386193, 130940.846979695, 132203.479243965, 131254.373517911, 131885.536365907, 131569.210116857]",147233.0,5.0,True,,0.9799400228320203,0.98,0.0,135162.34582827598,128144.77020829699,131569.210116857,
1196,Covid19Sim:Simulator,2020-06-21,34,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[122815.27018359801, 126929.410633359, 129667.89780505099, 132411.332590312, 134920.13654968, 136137.076298592, 136999.248302041, 137503.10445061, 137927.625767871, 138358.162397225, 138745.99610912698, 139152.02599145, 139464.494139066, 139782.475087272, 140078.405593465, 140410.334168517, 140793.11733537, 141309.799799305, 141925.141359526, 142555.251399236, 143675.117625351, 144689.737697545, 145949.37948097]",147233.0,5.0,True,,0.9799924938150331,0.98,0.0,145949.37948097,122815.27018359801,139152.02599145,
1197,Covid19Sim:Simulator,2020-06-21,139,2020-11-07,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[165332.070825527, 170330.264704719, 173246.45708092698, 177146.51962984898, 179507.489376972, 181368.41734495698, 182681.37259854, 183678.176186145, 184899.038981605, 185920.274546395, 186876.833664587, 187689.47399642802, 188703.424472095, 189686.987027015, 190683.733640301, 191775.852345735, 193152.873545899, 195264.325902976, 197520.530370466, 199976.644190488, 204569.948149058, 209005.077756727, 216926.14543235]",238013.0,20.0,True,,0.9799999990129413,0.98,0.0,216926.14543235,165332.070825527,187689.47399642802,
1198,CU:nochange,2020-06-21,6,2020-06-27,"[0.01, 0.75, 0.5, 0.25, 0.025, 0.8, 0.55, 0.3, 0.05, 0.85, 0.6, 0.35, 0.1, 0.9, 0.65, 0.4, 0.15, 0.95, 0.7, 0.45, 0.2, 0.975, 0.99]","[123782.0, 126026.0, 125423.0, 124842.0, 124014.0, 126178.0, 125549.0, 124972.0, 124238.0, 126343.0, 125686.0, 125075.0, 124438.0, 126562.0, 125773.0, 125203.0, 124528.0, 126922.0, 125896.0, 125301.0, 124780.0, 127220.0, 127770.0]",126483.0,1.0,True,-2.25942371410662,0.9799794263232752,0.98,0.00021984627944307555,127770.0,123782.0,125423.0,3.0947646370370254
1199,Covid19Sim:Simulator,2020-06-21,55,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[130421.81505285, 134811.351493774, 137743.86577976, 140959.100688703, 143566.44028784698, 145141.530042295, 146166.330453242, 146882.415104173, 147423.75443377, 148026.68083235802, 148542.49365268598, 149058.896866353, 149510.344449058, 149958.45323982302, 150391.490387065, 150846.974917348, 151404.67833519902, 152231.909112687, 153188.21165429198, 154169.745398731, 155763.63852626, 157182.036290368, 159413.428994345]",169524.0,8.0,True,,0.9799997288785909,0.98,0.0,159413.428994345,130421.81505285,149058.896866353,
1200,UA:EpiCovDA,2020-06-21,6,2020-06-27,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[122515.0, 122619.0, 122706.0, 122811.0, 122882.0, 122944.0, 122991.0, 123036.0, 123077.0, 123121.0, 123154.0, 123194.0, 123231.0, 123275.0, 123318.0, 123358.0, 123408.0, 123458.0, 123525.0, 123606.0, 123727.0, 123840.0, 123964.0]",126483.0,1.0,True,,0.9798625939671756,0.98,0.0,123964.0,122515.0,123194.0,
1201,Covid19Sim:Simulator,2020-06-21,69,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[135731.515327485, 140249.024085249, 143232.260302357, 146728.486088214, 149224.864674376, 150914.70031404, 151987.790095717, 152849.804609952, 153520.768900135, 154179.34120447698, 154759.660724874, 155340.20306201698, 155866.19823003, 156400.608832731, 156920.642813119, 157498.557874188, 158190.415358226, 159230.579994687, 160424.650896916, 161642.32135549802, 163624.575997598, 165402.59442812199, 168342.77399182]",182777.0,10.0,True,,0.9799998573475786,0.98,0.0,168342.77399182,135731.515327485,155340.20306201698,
1202,UMass:MechBayes,2020-06-21,13,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[125216.0, 125582.0, 126050.0, 126520.0, 126802.0, 127112.0, 127374.0, 127632.0, 127827.0, 128010.0, 128235.0, 128404.0, 128582.0, 128767.0, 128994.0, 129256.0, 129593.0, 129872.0, 130281.0, 130823.0, 131605.0, 132203.0, 133054.0]",130127.0,2.0,True,-3.519536266335918,0.9799770400142154,0.98,0.00011543075239214828,133054.0,125216.0,128404.0,5.811089839190229
1203,UA:EpiCovDA,2020-06-21,27,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[134123.0, 134430.0, 134726.0, 135124.0, 135408.0, 135619.0, 135769.0, 135895.0, 136008.0, 136114.0, 136214.0, 136308.0, 136403.0, 136510.0, 136616.0, 136730.0, 136860.0, 137020.0, 137227.0, 137521.0, 138033.0, 138355.0, 138677.0]",140825.0,4.0,True,,0.9799378941077673,0.98,0.0,138677.0,134123.0,136308.0,
1204,JHU_IDD:CovidSP,2020-06-21,27,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[141554.14, 142279.475, 143963.5, 145463.7, 146435.55, 147067.4, 147464.5, 148035.8, 148559.55, 149203.8, 149851.85, 150288.5, 150623.4, 151323.6, 151663.75, 152201.4, 153065.75, 153936.8, 155206.4, 156775.1, 158963.45, 160325.125, 161026.87]",140825.0,4.0,True,,0.9799551888702023,0.98,0.0,161026.87,141554.14,150288.5,
1205,UCLA:SuEIR,2020-06-21,6,2020-06-27,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[122322.001796731, 124341.62990536801, 122413.011373283, 124248.494542236, 122504.044324493, 124155.53755858401, 122595.108514087, 124062.751298894, 122686.21179254401, 123970.12810019801, 122777.36199718, 123877.660291594, 122868.566952261, 123785.340193752, 122959.83446916199, 123693.16011846099, 123051.172346554, 123601.112368168, 123142.588370627, 123509.189235549, 123234.09031534301, 123417.383003094, 123325.68594270901]",126483.0,1.0,True,,0.9797888226754599,0.98,0.0,124341.62990536801,122322.001796731,123325.68594270901,
1206,IowaStateLW:STEM,2020-06-21,6,2020-06-27,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[124429.0, 124506.0, 124578.0, 124666.0, 124719.0, 124775.0, 124812.0, 124850.0, 124885.0, 124919.0, 124952.0, 124983.0, 125013.0, 125042.0, 125077.0, 125121.0, 125162.0, 125203.0, 125255.0, 125317.0, 125412.0, 125492.0, 125591.0]",126483.0,1.0,True,,0.9798451484164332,0.98,0.0,125591.0,124429.0,124983.0,
1207,UCLA:SuEIR,2020-06-21,13,2020-07-04,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[124381.535524326, 128175.071031379, 124551.281908553, 127998.268288535, 124721.119067856, 127822.037753674, 124891.072643386, 127646.35655613699, 125061.168044003, 127471.20168193, 125231.43052843, 127296.550037494, 125401.885096618, 127122.37847388, 125572.556585815, 126948.663697054, 125743.46968598699, 126775.382298375, 125914.64888276199, 126602.510759282, 126086.118472741, 126430.02544618699, 126257.90264517801]",130127.0,2.0,True,,0.9798856208287189,0.98,0.0,128175.071031379,124381.535524326,126257.90264517801,
1208,OliverWyman:Navigator,2020-06-21,27,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[130118.0413, 130878.9058, 131742.8658, 132944.4144, 133813.8378, 134540.5027, 135206.9115, 135842.2252, 136445.4091, 136982.369, 137527.9936, 138098.4721, 138695.411, 139302.8349, 139947.2053, 140588.9907, 141316.7921, 142151.4296, 143287.7035, 144682.0121, 146827.0628, 148610.8741, 150904.3769]",140825.0,4.0,True,-4.432816517072083,0.9799887880309152,0.98,7.028280219137373e-05,150904.3769,130118.0413,138098.4721,9.174319832875407
1209,UCLA:SuEIR,2020-06-21,48,2020-08-08,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[129417.2044858, 137553.811704194, 129768.720672132, 137145.58840101, 130120.437596276, 136743.709455267, 130472.52485641801, 136346.863758763, 130824.952856165, 135954.968207813, 131178.169459164, 135567.8117076, 131532.39759645198, 135185.098504139, 131887.840308145, 134806.505615798, 132244.752878637, 134431.70353369, 132603.366139265, 134060.364188105, 132963.956812473, 133692.166094374, 133326.79901562698]",162470.0,7.0,True,,0.979949817004724,0.98,0.0,137553.811704194,129417.2044858,133326.79901562698,
1210,Auquan:SEIR,2020-06-21,20,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[132625.0, 134738.0, 141774.0, 145990.0, 149601.0, 152182.0, 154731.0, 156842.0, 158789.0, 160655.0, 162539.0, 164411.0, 166260.0, 167905.0, 169730.0, 171936.0, 174604.0, 176100.0, 178767.0, 182417.0, 187633.0, 191704.0, 198973.0]",135359.0,3.0,True,-10.10025337280523,0.9799960401272643,0.98,4.214801281555644e-06,198973.0,132625.0,164411.0,156.04223166323777
1211,Covid19Sim:Simulator,2020-06-21,97,2020-09-26,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[146938.75779626198, 151882.043249023, 154869.16038851, 158521.63779597802, 160828.989677336, 162555.160467409, 163731.64706067598, 164720.863707335, 165539.47735888, 166404.115314284, 167097.831629792, 167795.253808846, 168532.50371527098, 169192.186091536, 169910.011804799, 170685.079458887, 171584.527632823, 173139.662264651, 174825.198596754, 176519.19638223198, 179400.96957588, 182085.19381039997, 186860.047651225]",204742.0,14.0,True,,0.9799999976547128,0.98,0.0,186860.047651225,146938.75779626198,167795.253808846,
1212,CU:scenario_low,2020-06-21,6,2020-06-27,"[0.01, 0.75, 0.5, 0.25, 0.025, 0.8, 0.55, 0.3, 0.05, 0.85, 0.6, 0.35, 0.1, 0.9, 0.65, 0.4, 0.15, 0.95, 0.7, 0.45, 0.2, 0.975, 0.99]","[123828.0, 126136.0, 125516.0, 124900.0, 124092.0, 126384.0, 125679.0, 125053.0, 124222.0, 126534.0, 125778.0, 125144.0, 124519.0, 126781.0, 125923.0, 125278.0, 124598.0, 127146.0, 126044.0, 125394.0, 124820.0, 127600.0, 128171.0]",126483.0,1.0,True,-1.2733494892530368,0.9799844973308292,0.98,0.00035995019863277466,128171.0,123828.0,125516.0,1.8901850694593298
1213,Auquan:SEIR,2020-06-21,6,2020-06-27,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[125476.0, 126343.0, 129380.0, 131245.0, 132813.0, 133897.0, 135018.0, 135884.0, 136781.0, 137562.0, 138364.0, 139168.0, 139959.0, 140665.0, 141493.0, 142384.0, 143484.0, 144195.0, 145323.0, 146782.0, 149165.0, 150951.0, 154056.0]",126483.0,1.0,True,-8.275295539727885,0.9799903369926559,0.98,1.0858982954394837e-05,154056.0,125476.0,139168.0,62.655268367396374
1214,UCLA:SuEIR,2020-06-21,20,2020-07-11,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[125975.057108174, 131133.589960766, 126204.819997546, 130891.504375413, 126434.740158267, 130650.406056405, 126664.864367318, 130410.25703079699, 126895.23888841699, 130171.019119875, 127125.909581856, 129932.65386448301, 127356.921641871, 129695.12258302, 127588.318012547, 129458.386268898, 127820.141536001, 129222.405556342, 128052.434802574, 128987.140765721, 128285.23990907, 128752.55187595199, 128518.598515659]",135359.0,3.0,True,,0.9799160080502292,0.98,0.0,131133.589960766,125975.057108174,128518.598515659,
1215,IowaStateLW:STEM,2020-06-21,13,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[127442.0, 127596.0, 127744.0, 127918.0, 128046.0, 128164.0, 128269.0, 128361.0, 128452.0, 128530.0, 128611.0, 128694.0, 128775.0, 128856.0, 128942.0, 129029.0, 129118.0, 129213.0, 129330.0, 129465.0, 129672.0, 129850.0, 130031.0]",130127.0,2.0,True,,0.9798882369107287,0.98,0.0,130031.0,127442.0,128694.0,
1216,UMass:MechBayes,2020-06-21,20,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[127432.0, 128032.0, 128833.0, 129716.0, 130211.0, 130780.0, 131318.0, 131755.0, 132290.0, 132594.0, 132933.0, 133344.0, 133791.0, 134319.0, 134822.0, 135321.0, 135885.0, 136537.0, 137252.0, 138132.0, 140007.0, 141131.0, 143194.0]",135359.0,3.0,True,-3.9008225988245426,0.9799888176408927,0.98,9.35333289180107e-05,143194.0,127432.0,133344.0,7.031579070253466
1217,Auquan:SEIR,2020-06-21,27,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[134434.0, 136872.0, 144927.0, 149739.0, 153871.0, 156819.0, 159720.0, 162155.0, 164344.0, 166551.0, 168691.0, 170800.0, 172970.0, 174859.0, 176920.0, 179440.0, 182538.0, 184240.0, 187274.0, 191489.0, 197460.0, 202110.0, 210478.0]",140825.0,4.0,True,-11.26949918937353,0.9799965687835891,0.98,2.3029382282720168e-06,210478.0,134434.0,170800.0,279.98879784899634
1218,IowaStateLW:STEM,2020-06-21,41,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[134053.0, 134395.0, 134733.0, 135166.0, 135534.0, 135917.0, 136318.0, 136764.0, 137328.0, 137819.0, 138290.0, 138633.0, 138968.0, 139331.0, 139709.0, 140209.0, 140671.0, 141147.0, 141696.0, 142272.0, 142900.0, 143467.0, 143936.0]",155202.0,6.0,True,,0.979945845781137,0.98,0.0,143936.0,134053.0,138633.0,
1219,JHU_IDD:CovidSP,2020-06-21,13,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[128992.5, 129385.5, 130011.55, 130570.3, 130938.6, 131171.4, 131405.0, 131628.1, 131897.65, 132111.0, 132285.2, 132537.0, 132724.6, 132961.8, 133278.75, 133474.9, 133758.5, 134074.4, 134496.45, 135052.1, 136051.45, 136629.45, 137305.7]",130127.0,2.0,True,-4.417319427286425,0.9799651085304892,0.98,7.368352429825732e-05,137305.7,128992.5,132537.0,9.103506906658108
1220,Covid19Sim:Simulator,2020-06-21,90,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[144019.646899798, 148891.133690814, 151838.396550121, 155493.808977715, 157861.618924418, 159622.530285832, 160761.04356691698, 161726.564378766, 162508.135533639, 163319.96423673, 163998.66145962098, 164663.903529677, 165349.604635164, 165969.241477473, 166618.80429838802, 167359.183607738, 168234.30414872902, 169664.649472247, 171201.273987274, 172805.633083122, 175383.030321613, 177842.69856337, 182157.791834111]",199347.0,13.0,True,,0.97999999715717,0.98,0.0,182157.791834111,144019.646899798,164663.903529677,
1221,IowaStateLW:STEM,2020-06-21,118,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[148635.0, 149650.0, 150524.0, 151905.0, 153119.0, 154446.0, 155852.0, 157702.0, 160514.0, 162790.0, 164161.0, 165234.0, 166226.0, 167265.0, 168647.0, 170821.0, 173438.0, 175594.0, 178083.0, 180774.0, 183490.0, 185316.0, 186789.0]",219681.0,17.0,True,,0.9799833946450621,0.98,0.0,186789.0,148635.0,165234.0,
1222,OliverWyman:Navigator,2020-06-21,6,2020-06-27,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[122408.34199999999, 122629.6468, 122848.3489, 123109.3607, 123265.6446, 123403.0921, 123517.1131, 123605.914, 123702.0229, 123792.2442, 123880.1299, 123965.3033, 124051.0393, 124139.6126, 124233.1959, 124327.9221, 124429.7324, 124545.939, 124675.20300000001, 124852.6625, 125098.9779, 125326.6562, 125570.8239]",126483.0,1.0,True,,0.97992291230673,0.98,0.0,125570.8239,122408.34199999999,123965.3033,
